file_name,file_path,absolute_path,duration,transcription,speaker_id,speaker_name,original_cer,original_transcript,utmos
BAC009S0138W0368,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0368.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0368.wav,3.25,整个 过程 大约 需要 四分 钟,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.09090909090909091,整个过程大约需要4分钟,3.449364423751831
BAC009S0138W0203,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0203.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0203.wav,3.953,以及 不 同业 务 之间 的 混合 操作,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,以及不同业务之间的混合操作,3.107454776763916
BAC009S0138W0155,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0155.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0155.wav,3.972,各地 新房 成交 量 已 出现 小幅 下滑,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,各地新房成交量已出现小幅下滑,3.587186098098755
BAC009S0138W0160,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0160.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0160.wav,5.63,羊城 晚报 记者 曾 就 广州 的 首套 房贷 市场 进行 调查,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.09523809523809523,阳城晚报记者曾就广州的手套房贷市场进行调查,3.2419803142547607
BAC009S0138W0275,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0275.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0275.wav,3.157,色彩 调整 点 相当 于 两倍,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,色彩调整点相当于两倍,3.191688060760498
BAC009S0138W0132,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0132.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0132.wav,3.803,其中 下调 幅度 最 大 的 是一 线 城市,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,其中下调幅度最大的是一线城市,3.5351076126098633
BAC009S0138W0422,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0422.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0422.wav,3.205,她说 现在 相处 的 态度 多 了 尊重,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,她说现在相处的态度多了尊重,3.348161458969116
BAC009S0138W0181,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0181.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0181.wav,3.504,银行 能够 提供 的 优惠 幅度 有限,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,银行能够提供的优惠幅度有限,3.324775218963623
BAC009S0138W0328,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0328.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0328.wav,5.023,并 与其 他 交通 方式 有效 衔接 的 现代 物流 体系,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,并与其他交通方式有效衔接的现代物流体系,3.6415624618530273
BAC009S0138W0179,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0179.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0179.wav,3.803,这 主要 的 原因 是 当前 受到 降息 影响,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,这主要的原因是当前受到降息影响,3.663640022277832
BAC009S0138W0385,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0385.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0385.wav,5.383,他 说 我 渴望 能 参与 到 田径 世锦赛 这样 的大 型 赛事 中,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.045454545454545456,他说我渴望能参与到田径市锦赛这样的大型赛事中,3.474123239517212
BAC009S0138W0148,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0148.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0148.wav,5.199,在 预测 未来 房地 产 市场 走势 向好 的 同时,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,在预测未来房地产市场走势向好的同时,3.193018674850464
BAC009S0138W0472,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0472.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0472.wav,6.824,中国 网民 争论 先 救 妈 外 媒 主角 换成 女人 怎么 办,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,中国网民争论先救妈外媒主角换成女人怎么办,3.1055822372436523
BAC009S0138W0139,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0139.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0139.wav,3.99,中原 地产 首席 分析 师 张大 伟 认为,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.07142857142857142,中原地产首席分析师张大伟论为,3.877143383026123
BAC009S0138W0159,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0159.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0159.wav,3.653,首套 房贷 的 利率 折扣 越多,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.09090909090909091,手套房贷的利率折扣越多,3.1041696071624756
BAC009S0138W0488,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0488.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0488.wav,3.657,媒体 披露 的 内容 已经 点燃 舆论,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,媒体披露的内容已经点燃舆论,3.3095340728759766
BAC009S0138W0169,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0169.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0169.wav,3.401,而 珠 三角 的 佛山 也 名列 其中,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,而珠三角的佛山也名列其中,3.914980411529541
BAC009S0138W0217,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0217.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0217.wav,5.433,为 推动 科学 发展 维护 社会 和谐 稳定 作出 了 积极 贡献,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.045454545454545456,为推动科学发展维护社会和谐稳定做出了积极贡献,3.2061102390289307
BAC009S0138W0352,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0352.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0352.wav,3.546,有 很多 志愿 者 都 不 愿 离开 鸟巢,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,有很多志愿者都不愿离开鸟巢,3.441711902618408
BAC009S0138W0311,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0311.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0311.wav,4.548,但 可以 看出 公司 在 融资 方面 遇到 了 不 小 的 麻烦,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,但可以看出公司在融资方面遇到了不小的麻烦,3.521972894668579
BAC009S0138W0383,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0383.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0383.wav,3.029,并 准确 地 提供 相关 信息,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,并准确地提供相关信息,3.8093984127044678
BAC009S0138W0359,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0359.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0359.wav,5.227,要 在 四分 钟 内 找出 对应 的 国旗 并 将它 们 全部 整理 好,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,要在四分钟内找出对应的国旗并将它们全部整理好,3.475545883178711
BAC009S0138W0339,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0339.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0339.wav,3.269,她说 想来 看看 祖国 的 首都,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.09090909090909091,他说想来看看祖国的首都,3.737241744995117
BAC009S0138W0281,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0281.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0281.wav,4.821,三星 电子 为了 实现 更加 有效 集中 的 运营 战略,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,三星电子为了实现更加有效集中的运营战略,3.4596400260925293
BAC009S0138W0127,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0127.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0127.wav,3.241,结束 了 持续 走 高 的 趋势,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,结束了持续走高的趋势,3.285334587097168
BAC009S0138W0315,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0315.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0315.wav,4.058,进而 会影 响 公司 对 市场 资金 的 吸引 力,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,进而会影响公司对市场资金的吸引力,3.4984889030456543
BAC009S0138W0259,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0259.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0259.wav,5.583,在 这个 网络 上 的 汽车 之间 就可 以 互相 传送 信息,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,在这个网络上的汽车之间就可以互相传送信息,3.3915154933929443
BAC009S0138W0230,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0230.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0230.wav,3.14,加大 农业 生产 支持 力度,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,加大农业生产支持力度,3.755281448364258
BAC009S0138W0193,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0193.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0193.wav,5.854,涨跌 幅 限制 措施 降低 了 股票 市场 价格 发现 效率,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,涨跌幅限制措施降低了股票市场价格发现效率,3.35844349861145
BAC009S0138W0200,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0200.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0200.wav,4.889,对于 基金 公司 和 证券 公司 等 特殊 机构 投资 者,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,对于基金公司和证券公司等特殊机构投资者,3.0794379711151123
BAC009S0138W0177,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0177.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0177.wav,5.386,虽然 利率 下调 的 银行 数量 远 多于 利率 上涨 的 银行,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,虽然利率下调的银行数量远多于利率上涨的银行,3.189851760864258
BAC009S0138W0376,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0376.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0376.wav,4.423,这种 感情 贯穿 于 后来 他 不 再 练 田径 的 日子 里,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.05263157894736842,这种感情贯穿于后来他不再练田径的日思里,3.738503932952881
BAC009S0138W0254,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0254.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0254.wav,3.925,主要 来自 车载 导航 领域 收入 增长,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,主要来自车载导航领域收入增长,3.5118777751922607
BAC009S0138W0292,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0292.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0292.wav,3.448,从 芯片 封装 到 终端 产品,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,从芯片封装到终端产品,3.747263193130493
BAC009S0138W0344,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0344.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0344.wav,3.952,他们 的 志愿 服务 也 得到 了 各方 肯定,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.06666666666666667,他们的志愿服务也得到了各方的肯定,3.6984431743621826
BAC009S0138W0235,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0235.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0235.wav,4.178,推动 企业 加快 产业 转型 升级,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,推动企业加快产业转型升级,3.7467427253723145
BAC009S0138W0378,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0378.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0378.wav,4.719,但 他 可以 通过 当 志愿 者 的 方式 来 参加 田径 赛事,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,但他可以通过当志愿者的方式来参加田径赛事,3.1412429809570312
BAC009S0138W0162,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0162.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0162.wav,3.419,然而 这 一 现象 并非 广州 独有,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,然而这一现象并非广州独有,3.4525442123413086
BAC009S0138W0451,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0451.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0451.wav,5.698,中国 第 一 高楼 封顶 神秘 主人 身家 曾 一天 缩水 八百亿,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.13636363636363635,中国第一高楼封顶神秘主人身家曾一天缩水800亿,3.206723690032959
BAC009S0138W0426,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0426.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0426.wav,3.408,我 都 求 要 她 立刻 出来 吃,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.1,我都求要他立刻出来吃,3.6170549392700195
BAC009S0138W0366,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0366.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0366.wav,3.158,再次 确认 后送 出 储藏 间,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,再次确认后送出储藏间,3.8862717151641846
BAC009S0138W0401,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0401.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0401.wav,5.208,肯尼亚 无 论 是 金牌 数 还是 奖牌 总数 都 排名 第 一,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,肯尼亚无论是金牌数还是奖牌总数都排名第一,3.080418109893799
BAC009S0138W0433,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0433.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0433.wav,5.06,随后 却 有 通信 专家 指出 这 其实 是 乌龙 事件,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,随后却有通信专家指出这其实是乌龙事件,3.6661550998687744
BAC009S0138W0205,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0205.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0205.wav,4.945,下半 年 加大 财政 货币 政策 对 实体 经济 支持,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,下半年加大财政货币政策对实体经济支持,3.3959898948669434
BAC009S0138W0129,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0129.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0129.wav,3.682,其中 一 线 城市 回落 最 为明 显,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,其中一线城市回落最为明显,3.1313979625701904
BAC009S0138W0151,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0151.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0151.wav,5.826,未来 两 套房 贷 有 可能 从严 甚至 收紧 高端 市场 方面,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,未来两套房贷有可能从严甚至收紧高端市场方面,3.4979825019836426
BAC009S0138W0447,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0447.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0447.wav,5.771,中国 穿越 死亡 之海 的 沙漠 公路 不 再受 流沙 危害,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,中国穿越死亡之海的沙漠公路不再受流沙危害,3.0672593116760254
BAC009S0138W0240,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0240.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0240.wav,3.588,实施 好 出口 市场 多元化 战略,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,实施好出口市场多元化战略,3.3314366340637207
BAC009S0138W0387,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0387.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0387.wav,3.112,目前 两人 已经 被 暂停 参赛,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.09090909090909091,目前两轮已经被暂停参赛,3.848858118057251
BAC009S0138W0227,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0227.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0227.wav,5.471,加大 财政 政策 和 货币 政策 对 实体 经济 的 支持,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,加大财政政策和货币政策对实体经济的支持,3.2079949378967285
BAC009S0138W0223,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0223.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0223.wav,4.683,胡 锦涛 就 做好 下半 年 经济 工作 提出 六 点 意见,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.05263157894736842,胡锦涛就做好下半年经济工作提出6点意见,3.7193145751953125
BAC009S0138W0327,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0327.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0327.wav,6.278,各地 铁路 局 成为 区域 内 最 具 市场 竞争 力 的 现代 物流 企业,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,各地铁路局成为区域内最具市场竞争力的现代物流企业,3.0431792736053467
BAC009S0138W0245,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0245.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0245.wav,3.728,扎实 推进 保障 性 住房 建设,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.09090909090909091,扎实推荐保障性住房建设,3.3179993629455566
BAC009S0138W0142,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0142.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0142.wav,4.459,也有 前期 市场 冲 高 带来 的 阶段 性 回调,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,也有前期市场冲高带来的阶段性回调,3.3643054962158203
BAC009S0138W0314,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0314.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0314.wav,5.078,而 这 也 会 对 公司 今年 宏伟 目标 的 实现 产生 不 利影 响,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.045454545454545456,而这也会对公司近年宏伟目标的实现产生不利影响,3.330874443054199
BAC009S0138W0244,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0244.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0244.wav,4.299,加大 对 困难 群众 的 扶助 力度,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.08333333333333333,加大对困难群众的辅助力度,3.199984073638916
BAC009S0138W0393,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0393.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0393.wav,3.315,所以 暂时 不 会 发布 官方 消息,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,所以暂时不会发布官方消息,3.2187719345092773
BAC009S0138W0370,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0370.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0370.wav,4.072,每个 领奖 时间 间隔 只有 一二十 分钟,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.13333333333333333,每个灵甲时间间隔只有一二十分钟,3.3795647621154785
BAC009S0138W0372,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0372.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0372.wav,6.307,是 在田 径 世锦赛 的 竞赛 部 赛后 控制 中心 担当 志愿 者,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.045454545454545456,是在田径市锦赛的竞赛部赛后控制中心担当志愿者,3.572709560394287
BAC009S0138W0246,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0246.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0246.wav,3.176,提高 社会 管理 能力 和 水平,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,提高社会管理能力和水平,3.669735908508301
BAC009S0138W0262,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0262.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0262.wav,3.476,汽车 就 更 容易 对 周围 的大 环境,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,汽车就更容易对周围的大环境,3.366093158721924
BAC009S0138W0208,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0208.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0208.wav,4.515,温 家宝 通报 了 上 半年 经济 工作 有 关 情况,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,温家宝通报了上半年经济工作有关情况,3.253206253051758
BAC009S0138W0242,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0242.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0242.wav,3.448,着力 扩大 和 稳定 就业,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,着力扩大和稳定就业,3.218547821044922
BAC009S0138W0305,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0305.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0305.wav,6.166,而 截至 七 月 一 日 时 记者 并未 查 到 上述 消息 的 进展 情况,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.08695652173913043,而截至7月1日时记者并未查到上述消息的进展情况,3.614819288253784
BAC009S0138W0222,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0222.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0222.wav,3.943,坚持 把稳 增长 放在 更加 重要 的 位置,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.0,坚持把稳增长放在更加重要的位置,3.545957326889038
BAC009S0138W0143,./aishell/data_aishell/wav/train/S0138/BAC009S0138W0143.wav,/mnt/Internal/jieshiang/aishell/data_aishell/wav/train/S0138/BAC009S0138W0143.wav,3.072,九月 之后 会集 中 推盘,5e33684dbcf9fcbb1f4ac84cf32e3cda0f89f0c98cdedc743bec5dede0f5c11b,S0138,0.1111111111111111,9月之后会集中推盘,3.433806896209717
